-0.2385254	0.7363281	-0.4172363
-0.2385254	0.7363281	-0.4172363
-0.2385254	0.7363281	-0.4172363
-0.2255859	0.7966309	-0.3178711
-0.2255859	0.7966309	-0.3178711
-0.2255859	0.7966309	-0.3178711
-0.2255859	0.7966309	-0.3178711
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.2910156	0.8007812	-0.3059082
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3684082	0.8051758	-0.3974609
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3608398	0.7526855	-0.4362793
-0.3242188	0.7658691	-0.4699707
-0.3242188	0.7658691	-0.4699707
-0.3242188	0.7658691	-0.4699707
-0.3742676	0.7783203	-0.5056152
-0.3742676	0.7783203	-0.5056152
-0.3742676	0.7783203	-0.5056152
-0.3742676	0.7783203	-0.5056152
-0.3742676	0.7783203	-0.5056152
-0.3742676	0.7783203	-0.5056152
-0.3742676	0.7783203	-0.5056152
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3730469	0.7756348	-0.4934082
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3588867	0.8029785	-0.4238281
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.3569336	0.8244629	-0.4189453
-0.2832031	0.7819824	-0.4194336
-0.2832031	0.7819824	-0.4194336
-0.2832031	0.7819824	-0.4194336
-0.2832031	0.7819824	-0.4194336
-0.2832031	0.7819824	-0.4194336
-0.2832031	0.7819824	-0.4194336
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
-0.394043	0.7546387	-0.418457
